회사명,거래소코드,회계년도,소속코드,감사의견코드,정기공시제목,수시공시제목,폐지사유요약,공시발생일,부도
(주)바이오빌,65940.0,2019/12,4.0,DU,[정정]회생절차개시신청,[정정]상장폐지,2020-05-12,2020-05-12 17:53,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,[정정]회생절차개시신청,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-11 19:15,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차개시신청[정],[정정]상장폐지,2020-07-20,2020-07-20 16:04,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차개시신청[정],[정정]상장폐지,2020-05-12,2020-05-12 17:53,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차개시신청[정],상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-11 19:15,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차 폐지결정,[정정]상장폐지,2020-07-20,2020-07-20 16:04,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차 폐지결정,[정정]상장폐지,2020-05-12,2020-05-12 17:53,0.0
(주)바이오빌,65940.0,2019/12,4.0,DU,회생절차 폐지결정,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-11 19:15,0.0
(주)바이오시스,35960.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일:2004년 3월 22일)     ,2004-03-23 19:03,0.0
(주)범양사,2480.0,2004/12,4.0,UQ,0,상장폐지,주식분산기준 미달 2년 연속,2005-04-15 19:51,1.0
(주)베스트플로우,60410.0,2007/12,4.0,QU,0,상장폐지,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만,2008-08-14 22:34,1.0
(주)벨로체피아노,40750.0,2002/12,4.0,NS,0,상장폐지,감사의견 거절(취소사유발생일: '03.4.9),2003-04-11 18:24,1.0
(주)보광티에스,66690.0,2011/12,4.0,DU,파산신청,상장폐지,감사의견 거절(감사범위 제한 및 계속기업존속불확실성),2012-04-18 18:17,0.0
(주)보성인터내셔날,33300.0,2000/12,4.0,DU,0,상장폐지승인,자본전액잠식(2년),2001-04-11 19:27,0.0
(주)보진재,30950.0,2004/12,4.0,UQ,0,상장폐지,경상손실 및 시가총액 50억원 미달 2회 연속(상장폐지사유 발생일 : 2005년 4월 15일),2005-04-18 16:10,1.0
(주)보홍,41320.0,2009/12,4.0,DS,0,상장폐지,감사의견거절(감사범위제한),2010-04-26 19:07,0.0
(주)브이에스에스티,35400.0,2009/12,4.0,QU,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정,2010-09-15 17:44,1.0
(주)블루멈,33880.0,2008/12,4.0,UQ,0,상장폐지,상장폐지사유 발생,2009-08-24 22:27,1.0
(주)블루스톤디앤아이,33720.0,2003/12,4.0,QG,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 23일) ,2004-03-24 19:00,1.0
(주)블루스톤디앤아이,33720.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(계속기업으로서의 존속능력에 대한 불확실성),2009-04-30 17:26,0.0
(주)블루젬디앤씨,53040.0,2011/12,4.0,DU,파산신청,상장폐지,감사의견거절(감사범위 제한 및 계속기업존속 불확실성),2012-05-04 17:52,0.0
(주)비앤비성원,15200.0,2011/12,4.0,DS,회생절차개시신청,상장폐지,감사의견거절(감사범위제한),2012-04-18 18:42,0.0
(주)비앤비성원,15200.0,2011/12,4.0,DS,회생절차개시신청,신주인수권증권 상장폐지(기초주권의 관리종목 지정),코스닥시장 상장규정 제44조의2 및 제47조,2012-03-22 20:18,0.0
(주)비엔씨컴퍼니,58370.0,2016/12,4.0,QS,0,[정정]상장폐지,감사범위제한으로 인한 한정의견,2017-04-20 18:27,0.0
(주)비엔씨컴퍼니,58370.0,2016/12,4.0,QS,0,상장폐지,감사범위제한으로 인한 한정의견,2017-04-20 18:10,0.0
(주)비이티,36820.0,2004/12,4.0,QS,0,상장폐지,감사범위제한 한정(상장폐지사유 발생일 : 2005년 03월 21일),2005-03-22 19:46,0.0
(주)사라콤,40020.0,2008/12,4.0,QU,0,상장폐지,자본전액잠식,2009-05-14 18:24,1.0
(주)사이노젠,64060.0,2009/12,4.0,DU,0,상장폐지(자본전액잠식),자본전액잠식,2010-03-31 21:44,0.0
(주)사이버패스,63280.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-06-25 15:43,1.0
(주)삼성수산,52560.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-06-18 18:06,1.0
(주)삼영,36530.0,2001/12,4.0,UQ,0,상장폐지,한국증권거래소 상장,2002-10-18 18:48,1.0
(주)삼우이엠씨,26250.0,2012/12,4.0,DU,회생절차개시결정,상장폐지,자본전액잠식,2013-04-01 22:52,0.0
(주)삼표시멘트,38500.0,2006/12,5.0,UQ,회생절차개시결정,상장폐지,감사의견거절,2007-03-26 18:45,1.0
(주)샤인시스템,66300.0,2009/12,4.0,UQ,회생절차개시신청,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-06-16 17:28,0.0
(주)서희건설,35890.0,2013/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2014-04-02 18:37,1.0
(주)선우중공업,68770.0,2009/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-06-04 17:48,1.0
(주)선팩테크,54010.0,2010/12,4.0,UQ,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2011-09-22 18:11,1.0
(주)성우몰드,53440.0,2009/12,4.0,UQ,0,상장폐지,상장폐지신청('10.3.29),2010-04-08 19:07,1.0
(주)성진산업,37650.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 21일),2005-03-22 19:00,0.0
(주)세계투어,47600.0,2010/12,4.0,UQ,0,[정정]상장폐지,,2011-08-29 16:02,1.0
(주)세계투어,47600.0,2010/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2011-07-28 19:04,1.0
(주)세니콘,56060.0,2005/12,4.0,DU,0,상장폐지,감사범위제한으로 인한 의견거절(상장폐지사유 발생일 : 2006년 03월 27일),2006-03-28 20:28,0.0
(주)세라온홀딩스,50600.0,2007/12,4.0,DS,0,[정정]상장폐지,2회연속 자본잠식률 50%이상,2008-08-14 23:47,0.0
(주)세라온홀딩스,50600.0,2007/12,4.0,DS,0,상장폐지,2회연속 자본잠식률 50%이상,2008-08-14 23:10,0.0
(주)세븐코스프,17160.0,2010/12,4.0,DU,화의채무변제완료보고서제출,상장폐지,감사의견거절(감사범위제한 및 계속기업으로서의 존속능력에 대한 불확실성),2011-04-18 18:35,0.0
(주)세실,84450.0,2010/09,4.0,DU,0,상장폐지,감사의견거절(범위제한 및 계속기업 존속 불확실성),2011-01-25 13:38,0.0
(주)세아메탈,33020.0,2003/12,4.0,UQ,0,상장폐지,자진등록취소,2004-12-08 17:23,1.0
(주)소프트윈,49790.0,2001/12,4.0,UQ,0,상장폐지((주)소프트윈),최종부도 및 은행거래정지,2002-11-06 18:09,1.0
(주)소프트윈,49790.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 및 은행거래정지,2002-10-30 17:39,1.0
(주)솔고바이오메디칼,43100.0,2015/12,5.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2 ,2016-09-09 17:39,1.0
(주)솔빛미디어,44440.0,2004/12,4.0,DS,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 04월 11일),2005-04-12 16:51,0.0
(주)슈마일렉트론,56500.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 22일),2005-03-23 11:16,0.0
(주)스탠더드텔레콤,27890.0,2002/12,4.0,AG,0,상장폐지,감사의견부적정(취소사유발생일:2003년 3월 21일),2003-03-24 17:59,0.0
(주)스톰이앤에프,43680.0,2010/12,4.0,DU,0,상장폐지,자본전액잠식 등,2011-03-31 21:30,0.0
(주)스틸플라워,87220.0,2017/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018-04-23 19:15,0.0
(주)시노펙스그린테크,37320.0,2011/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2012-03-16 16:45,1.0
(주)시스컴,37280.0,2002/12,4.0,NS,0,상장폐지,최종부도 및 은행거래정지,2003-03-17 18:11,1.0
(주)시큐어소프트,37060.0,2006/12,4.0,DS,0,[정정]상장폐지,,2007-03-23 19:31,0.0
(주)시큐어소프트,37060.0,2006/12,4.0,DS,0,상장폐지,감사의견거절,2007-02-12 17:08,0.0
(주)신세계아이앤씨,35510.0,2005/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2006-05-16 15:30,1.0
(주)신세계푸드,31440.0,2009/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2010-04-26 19:20,1.0
(주)신양오라컴디스플레이,86830.0,2016/12,4.0,DU,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2017-04-20 18:16,0.0
(주)신양오라컴디스플레이,86830.0,2016/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2017-04-20 18:16,0.0
(주)신지소프트,78700.0,2009/12,4.0,DS,0,상장폐지,시가총액 40억원 미달,2010-02-16 18:01,0.0
(주)신한에스아이티,54530.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 20일),2004-03-22 20:00,0.0
(주)실리콘화일,82930.0,2013/12,4.0,UQ,0,상장폐지,상장폐지신청('14.04.22),2014-05-13 18:50,1.0
(주)심스밸리,42470.0,2001/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2002-10-25 18:49,1.0
(주)심스밸리,42470.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 및 은행거래정지,2002-10-18 18:45,1.0
(주)쌈지,33260.0,2009/12,4.0,DS,부도발생,상장폐지,최종부도 발생,2010-04-06 19:45,0.0
(주)써니트렌드,35500.0,2008/12,4.0,QG,0,[정정]상장폐지,상장폐지사유 발생,2009-08-25 09:43,1.0
(주)써니트렌드,35500.0,2008/12,4.0,QG,0,상장폐지,상장폐지사유 발생,2009-08-25 07:11,1.0
(주)써미트테크놀로지,39000.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : '04.3.26),2004-03-30 19:28,0.0
(주)썬테크놀로지스,122800.0,2018/12,4.0,UQ,0,[정정]상장폐지,2019-12-10,2019-12-10 15:02,1.0
(주)썬테크놀로지스,122800.0,2018/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2019-12-09 18:53,1.0
(주)쎄라텍,41550.0,2009/12,4.0,QU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-08-12 17:53,1.0
(주)쏠라엔텍,30390.0,2009/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2010-04-26 19:08,0.0
(주)쓰리소프트,36360.0,2003/12,4.0,UQ,0,상장폐지,감사범위제한으로인한 한정,2004-03-30 19:30,1.0
(주)쓰리소프트,36360.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2009-04-16 18:00,0.0
(주)씨그널엔터테인먼트그룹,99830.0,2017/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2018-04-20 20:39,0.0
(주)씨디네트웍스,73710.0,2008/12,4.0,UQ,0,상장폐지(상장폐지신청(2009.08.31)),상장폐지신청(2009.08.31),2009-09-10 14:30,1.0
(주)씨모스,37600.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일:2004년 3월 9일),2004-03-10 18:09,0.0
(주)씨모텍,81090.0,2010/12,4.0,DS,회생절차개시결정,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성) 등,2011-09-08 18:42,0.0
(주)씨모텍,81090.0,2010/12,4.0,DS,회생절차개시신청,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성) 등,2011-09-08 18:42,0.0
(주)씨씨에스충북방송,66790.0,2017/12,5.0,UQ,0,신주인수권증권 상장폐지,코스닥시장 상장규정 제44조의2 및 제47조,2018-07-27 18:53,1.0
(주)씨앤에스자산관리,32040.0,2017/12,4.0,DU,0,상장폐지,감사의견거절(범위제한 및 계속기업 존속능력에 대한 불확실성),2018-09-27 08:32,0.0
(주)씨앤케이인터내셔널,39530.0,2014/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2015-05-06 22:45,1.0
(주)씨엘인터내셔널,37340.0,2015/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,2반기 연속 자본잠식률 50% 이상,2016-08-26 18:48,0.0
(주)씨유전자,56340.0,2013/12,4.0,UQ,부도발생,상장폐지,최종부도 발생,2014-05-08 18:46,0.0
(주)씨티앤티,50470.0,2011/12,4.0,DS,회생절차개시신청,상장폐지,감사 의견거절(감사범위 제한),2012-04-18 18:18,0.0
(주)아구스,78670.0,2009/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2010-04-20 17:58,0.0
(주)아라온테크,41060.0,2013/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2014-04-22 18:58,0.0
(주)아시아미디어홀딩스,52810.0,2010/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2011-11-09 18:41,1.0
(주)아이드림,66850.0,2008/12,4.0,UQ,0,상장폐지,자본잠식률 50%이상으로 관리종목 지정 후 반기 재무제표에 대한 감사의견 거절,2009-09-23 18:14,1.0
(주)아이디에스,78780.0,2015/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,2016-04-15 18:53,0.0
(주)아이디에이치,26230.0,2008/12,4.0,DU,회생절차개시신청,상장폐지,감사범위 제한에 따른 감사의견 거절,2009-04-16 18:01,0.0
(주)아이비진,39060.0,2007/12,4.0,QG,부도발생,상장폐지,최종부도,2008-12-09 16:04,0.0
(주)아이씨켐,20490.0,2001/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2002-09-17 15:03,1.0
(주)아이씨켐,20490.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 및 은행거래정지,2002-09-05 15:00,1.0
(주)아이씨코퍼레이션,80570.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2009-04-16 17:50,0.0
(주)아이엠아이티,38100.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 23일),2005-03-25 17:30,0.0
(주)아이텍스필,8030.0,2004/12,4.0,QU,0,상장폐지,최종부도(상장폐지사유 발생일 : 2005년 05월 02일),2005-05-20 17:33,1.0
(주)아이티센네트웍스,57110.0,2004/12,4.0,UQ,0,[정정]상장폐지,2005년 08월 18일   ,2005-10-12 12:40,1.0
(주)아이티센네트웍스,57110.0,2004/12,4.0,UQ,0,상장폐지,최근사업연도말 현재 자본잠식률 100분의50이상의 사유로 ,2005-08-18 10:03,1.0
(주)아이팩토리,53810.0,2015/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 기업회계기준 위배),2016-09-01 17:55,0.0
(주)아인스엠앤엠,40740.0,2011/12,4.0,DU,0,[정정]상장폐지,,2012-04-18 18:43,0.0
(주)아인스엠앤엠,40740.0,2011/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한),2012-04-06 18:48,0.0
(주)아큐텍,13780.0,2012/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2013-04-10 18:25,0.0
(주)알덱스,25970.0,2010/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2011-12-15 15:54,1.0
(주)알에스넷,46430.0,2011/06,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2012-11-22 18:25,1.0
(주)알이네트웍스,23670.0,2009/12,4.0,QU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-06-04 17:56,1.0
(주)애드모바일,32600.0,2001/12,4.0,UQ,0,상장폐지승인,자본전액잠식(2년),2002-04-10 20:05,1.0
(주)애드모바일,32600.0,2001/12,4.0,UQ,0,상장폐지승인,최종부도 또는 당좌거래정지(1년),2002-01-23 19:24,1.0
(주)액티투오,47710.0,2009/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-07-08 18:44,1.0
(주)야호커뮤니케이션,59720.0,2008/12,4.0,DS,0,상장폐지(감사의견거절),감사의견거절(감사범위제한),2009-05-14 18:28,0.0
(주)어플라이드엔지니어링,53960.0,2002/12,4.0,UQ,0,상장폐지,감사의견거절(취소사유발생일: 2003년 4월 1일),2003-04-01 18:52,1.0
(주)업필,54370.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 26일),2005-03-28 20:09,0.0
(주)에너윈,55970.0,2007/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2008-04-22 19:13,0.0
(주)에듀아크,46350.0,2009/12,4.0,QG,0,상장폐지,최근 3사업연도 연속 자기자본 대비 50% 초과 법인세 비용차감전계속사업손실 발생,2010-03-31 23:22,1.0
(주)에듀언스,9010.0,2012/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2013-04-18 19:51,0.0
(주)에듀패스,31950.0,2010/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2011-05-26 18:37,1.0
(주)에버리소스,20070.0,2009/12,4.0,DU,0,상장폐지,감사범위제한 및 계속기업존속능력에 대한 불확실성으로 인한 감사의견거절,2010-04-20 17:58,0.0
(주)에스디,66930.0,2009/12,4.0,UQ,0,상장폐지,상장폐지신청('10.0,2010-06-16 17:37,1.0
(주)에스마크,30270.0,2019/12,4.0,DU,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2020-05-08 18:34,0.0
(주)에스마크,30270.0,2019/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,감사의견거절(감사범위제한 및 계속기업 존속 불확실),2020-05-08 18:34,0.0
(주)에스브이에이치,46240.0,2004/12,4.0,QU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 18일),2005-03-22 09:44,1.0
(주)에스비에스,34120.0,2002/12,4.0,UQ,0,상장폐지,증권거래소 상장,2003-06-24 16:29,1.0
(주)에스비엠,37630.0,2012/12,4.0,DU,회생절차개시신청,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2013-07-11 18:20,0.0
(주)에스비엠,37630.0,2012/12,4.0,DU,회생절차개시신청,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2013-07-11 18:20,0.0
(주)에스에스컴텍,36500.0,2016/12,4.0,DU,파산신청 기각,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2017-04-24 18:47,0.0
(주)에스에프씨,112240.0,2019/12,4.0,DS,파산신청,[정정]상장폐지,2020-06-17,2020-06-17 15:20,0.0
(주)에스에프씨,112240.0,2019/12,4.0,DS,파산신청,[정정]상장폐지,2020-05-14,2020-05-14 18:56,0.0
(주)에스에프씨,112240.0,2019/12,4.0,DS,파산신청,상장폐지,감사의견 거절(감사범위 제한),2020-05-13 19:25,0.0
(주)에스에프에이반도체,36540.0,2014/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2015-05-11 17:32,1.0
(주)에스코넥,96630.0,2013/12,5.0,UQ,0,[정정]신주인수권증권 상장폐지,코스닥시장상장규정 제44조의2,2014-03-12 09:07,1.0
(주)에스코넥,96630.0,2013/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2014-03-11 18:03,1.0
(주)에스티씨라이프,26220.0,2010/12,4.0,UQ,0,[정정]상장폐지,2011-11-16,2011-11-16 10:49,1.0
(주)에스티씨라이프,26220.0,2010/12,4.0,UQ,0,[정정]상장폐지(가처분신청에 따른 일정 정정),2011-11-01,2011-11-02 07:41,1.0
